Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q4,Q5,Q7,Q7_13_TEXT,Q9,Q9_ELAB,Q10_NL,Q10_NL_2_TEXT,Q10_BE,Q10_BE_2_TEXT,Q10_OTHER,Q10_OTHER_2_TEXT,Q10_ELAB,Q11_NL,Q11_NL_2_TEXT,Q11_BE,Q11_BE_2_TEXT,Q11_OTHER,Q11_OTHER_2_TEXT,Q11_ELAB,Q12_CanonSize,Q12_CanonSize_5_TEXT,Q12_A_CanonOral,Q13,Q14,Q14_ELAB,Q15,Q15_ELAB,Q12_B_CanonMultiple,Q12_B_ELAB,Q16,Q16_EX_1,Q16_EX_2,Q16_EX_3,Q16_ELAB,Q17,Q17_EX_1,Q17_EX_2,Q17_EX_3,Q17_ELAB,QPERS_GENDER,QPERS_BIRTH_COUNTRY,QPERS_LANG,QPERS_EDU,QPERS_LING_JOB,QPERS_READING,Q53,Q55,QPERS_IDEAS,QPERS_ORIGIN,QPERS_COMPLAIN,QPERS_AGE,Q10,Q11,Q9num,Q9numopp,Q10num,Q10numopp,Q11num,Q11numopp,Q7binary,Q13dialoog,Q13educatief,Q13elitair,Q13ouderwets,Q13reflectie,Q13fundament,Q13anders
100,1475,TRUE,2022-05-20 14:46:34,R_1mzuiO4wTjQwWJM,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Gerard van het Reve: Op weg naar het einde,Reve: Nader tot u,Willem Elsschot: Verzameld werk (keuze uit),Maria Dermout: De tienduizend dingen,Gerrit Komrij: Bloemlezing poezie 20e eeuw,Multatuli: Max Havelaar,Karel van het Reve: keuze uit essaybundels,J. Slauerhof Verzameld werk,Hella Haasse: Het woud der verwachting,Henk Hofland: keuze uit de essays,Simon Carmiggelt,Kees van Kooten,Carry van Bruggen,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",Een deel van de literatuurlijst moet verplicht zijn zodat er een gesprek plaats kan vinden over dat boek / die boeken.,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Elke Nederlander moet althans iets weten van onze geschiedenis en cultuur en daarvoor is  literaire fictie en non-fictie bij uitstek geschikt.,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Zie mijn antwoord bij de vorige vraag,50 werken,NA,Oneens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat",Neutraal,wat is zenderdiversiteit? (mijn spellingswijzer weigert de g!),Helemaal eens,maar dan wel in de meest brede vorm,Helemaal oneens,"Er is één verplichte canon voor ons allemaal, en daarnaast zijn er vele andere canons mogelijk voor allerlei verschillende groepen.",Helemaal eens,Tip Marugg,Cola Debrot,NA,NA,Oneens,NA,NA,NA,"De canon voor kinderen- en jeugdliteratuur is een prima idee voor gebruik op de basisschool. Vanaf 13 jaar misschien wat tegenwoordig young adult heet, en vanaf 15 jaar de ""grote"" canon..",Man,Nederland,Fries,Hoger onderwijs (universitair),...wél met taal bezig,50,Ja,Nee,NA,NA,NA,71,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,0,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,1149,TRUE,2022-05-20 14:56:17,R_2wiE3J7t0GcA2xj,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar,Lucebert,"Jeroen Brouwers, Geheime kamers","Anne Frank, Het achterhuis","Hannie Michaelis, Lenteloos voorjaar","Marieke Lucas Rijneveld, De avond is ongemak","Griet Op de Beeck, Kom hier dat ik u kus","Nina Polak, Gebrek is een groot woord","Harry Mulisch, De ontdekking van de hemel","Anton de Kom, Wij slaven van Suriname",Hans Lodeizen,"Louis Paul Boon, Menuet",Gerrit Achterberg,Lucebert,Max Havelaar,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",Een verplichte leeslijst sluit altijd onverwachte werken / auteurs uit.,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,"Ook in het vmbo wordt er gelezen, en het aardige is dat ik van oud-leerlingen uit die afdeling hoor dat ze jaren later nog steeds lezen / zijn gaan lezen.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Enig historisch bewustzijn werkt positief en zet aan tot nadenken,Geen vastgesteld aantal werken,NA,Eens,"...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Eens,NA,Eens,NA,Eens,En de canon is dynamisch,Eens,"Albert Helman, De stille plantage","Debrot, Mijn zuster, de negerin","Lulofs, Rubber",NA,Neutraal,NA,NA,NA,Een aparte canon lijkt mij een optie,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,80,Ja,Ja,NA,NA,NA,66,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,579,TRUE,2022-05-20 15:03:50,R_1I5UYzbvpyVflJv,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De Kapellekensbaan,Max Havelaar,Werken van Guido Gezelle,Jeroen Brouwers,Hugo Claus,Reinaert de vos,Het Behouden Huis,Anna Bijns,De donkere kamer van Damokles,Herman de Coninck,NA,NA,NA,Hugo Claus,Max Havelaar,"een klassieke tekst in herspelde, hertaalde of verstripte versie,het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs),een film- of theaterbewerking",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,Uitgebreider en uitgediepter voor studenten moderne talen (evt gekoppeld aan een literair onderzoek),Geen vastgesteld aantal werken,NA,Eens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument,...elitair en niet inclusief",Helemaal eens,NA,Helemaal eens,NA,Eens,NA,Beetje eens,NA,NA,NA,NA,Helemaal eens,Dirk Bracke,NA,NA,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,20,Ja,Ja,Een (inter)nationale schooloverkoepelende wedstrijd/challenge/project,Anthe !!,NA,23,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,elitair en niet-inclusief,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,927,TRUE,2022-05-20 15:05:22,R_1GZzFG0ujGMjsNL,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar,De Kapellekensbaan,De donkere kamer van Damocles,Van den vos Reynaerde,Joost van den Vondel,Jacob van Maerlant,Louis Couperus,Lucebert,Guido Gezelle,Pallieter,Het gezin van Paemel,Kees de jongen,NA,Louis Paul Boon,Max Havelaar,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,50 werken,NA,Eens,...een fundament van een collectief cultureel geheugen,Oneens,NA,Eens,NA,Helemaal oneens,NA,Beetje eens,NA,NA,NA,NA,Beetje oneens,NA,NA,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,25,NA,NA,NA,NA,NA,64,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",1,1,1,1,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1493,TRUE,2022-05-20 15:06:59,R_1gco9ZwU13KUbPx,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord","Max Havelaar, Multatuli","De Avonden, Gerard Reve","Liefde en goudvissen, Jacques Gans","Eline Vere, Louis Couperus","De ontdekking van de hemel, Harry Mulisch","De Zondvloed, Jeroen Brouwers","Mijn kleine oorlog, Louis Paul Boon","Gifsla, Jan Wolkers","Grand Hotel Europa, Ilja Leonard Pfeiffer","Het land van herkomst, E.du Perron","De koperen tuin, Simon Vestdijk","De honden jagen niet meer, A.Alberts","Nacht op de kale berg, Karel van het Reve",Multatuli,Max Havelaar,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Oneens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument,...elitair en niet inclusief",Neutraal,NA,Neutraal,NA,Beetje oneens,NA,Eens,"Max Havelaar, Multatuli","De stille kracht, Louis Couperus","Dubbelspel, Frank Martinus Arion",NA,Neutraal,NA,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,40,Nee,Ja,"Podcast, leeslijsten (lezenvoordelijst.nl), verzamelde werken-uitgaven",Via Tzum,NA,44,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,elitair en niet-inclusief,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,2004,TRUE,2022-05-20 15:08:07,R_216uAYQjzmoArxa,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Dichtertje - Nescio,De Avonden - Gerard C. van het Reve,Geheim Dagboek - Hans Warren,Blanco - Peter Terrin,De Adriaantjes - Lodewijk van Deyssel,Elias of het gevecht met de nachtegalen - Maurice Gilliams,De deur - Bert Schierbeek,Bezette Stad - Paul van Ostaijen,Een roos van vlees - Jan Wolkers,Autobiografisch woordenboek - Jan Emmens,De Adriaantjes - Lodewijk van Deyssel,TOT - Daniel Robberechts,Uit den dood - Arnold Aletrino,Nescio,De Avonden,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Context, zowel historisch als actueel.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,"Klein, kort, wellicht gezamenlijk... maar er moet een poging worden gewaagd de magie van het overstijgende te tonen.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,"Weer; in context. Te leren dat literatuur een even rijke bron is als elk alpha-, of zelfs bètavak dat kan zijn. Als het om kennis gaat.",Geen mening,NA,Eens,...een aanzet tot reflectie en een bron voor debat,Eens,Het mooiste is het mooiste (...). Maar gegeven het feit dat (bijvoorbeeld) vrouwen structureel op achterstand zijn gezet (god weet wat al voor altijd verloren is) zal er een ingewikkelde inhaalslag gemaakt dienen te worden. In ieder gavel in het bewustzijn van leerlingen...,Neutraal,Het moet meer dan goed zijn.,Helemaal oneens,"Zo groot is ons taalgebied niet. En het is geen boekenwinkel, het is een canon.",Oneens,NA,NA,NA,"Niets moet, alleen moet het meer dan goed zijn.",Helemaal eens,Het boek van Wim - Wim Hofman,Lampje - Annet Schaap,Eksternacht - Mieke Versyp,NA,Man,Nederland,Nederlands,Middelbaar onderwijs,...niet met taal bezig,30,NA,NA,Opleiden van onderwijzers.,Via Tzum.,NA,54,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,0,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,1074,TRUE,2022-05-20 15:18:47,R_3LipXF81NVIjizt,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Vallende ouders - Van der Heijden,In Babylon - Möring,Van Aemstel  - Vondel,Max Havelaar - Multatuli,De ontdekking van de hemel - Mulisch,Eline Vere - Couperus,Van den vos Reynaerde,Het verlangen - Bloem,Karakter - Bordewijk,Inwijding - Haasse,Publiek geheim - Bernlef,NA,NA,Vondel,Gijsbreght van Aemstel,"een klassieke tekst in de oorspronkelijke (boek)vorm,websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Havo en vwo,NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Havo en vwo,NA,NA,NA,NA,NA,50 werken,NA,Eens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving",Beetje eens,NA,Eens,NA,Helemaal eens,NA,Helemaal eens,"Ik, Suriname  - Bea Vianen",Dubbelspel - Arion,NA,NA,Oneens,NA,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,60,Ja,Ja,NA,Via tzum.info,NA,59,"Ja, maar alleen voor leerlingen van ...","Ja, maar alleen voor leerlingen van ...",1,1,1,1,1,1,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1741,TRUE,2022-05-20 15:38:54,R_3qQYnNziN0urLLn,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De donkere kamer van Damocles - Hermans,Advocaat van de hanen - van der Heijden,Het land van herkomst - du Perron,De eeuwige jachtvelden - Tepper,De Kapellekensbaan - Boon,Dubbelspel - Arion,Veranderlijk en wisselvallig - Meijsing,De koperen tuin - Vestdijk,Ik was Amerika - Peek,Joe Speedboot - Wieringa,Dubbelspel - Arion,Schuim en as - Slauerhoff,Zonder wijzers - Artus,NA,NA,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)","Havo, vwo",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen mening,NA,Helemaal oneens,...een aanzet tot reflectie en een bron voor debat,Oneens,Als je daar naar streeft dan maak je andere zaken ondergeschikt. Er veel oog voor hebben is wel belangrijk en nodig.,Beetje eens,"We hebben auteurs over het hoofd gezien of achtergesteld, dus de canon moet herzien. Zolang kwaliteit maar leidend blijft.",Beetje eens,Het kan zeker. Je kunt honderden canons maken. Iedereen zijn bubble. Maar wat bereik je?,Beetje eens,Tip Marugg,NA,NA,NA,Helemaal oneens,NA,NA,NA,"Nog meer appels met peren vergelijken. Je krijgt een canon in een canon, het onderscheid blijft toch gemaakt worden.",Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,NA,"Toeval, suggestie Twitter.",NA,56,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",1,1,1,1,2,0,Analoog,0,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,13426,TRUE,2022-05-20 15:47:57,R_21FGOJbBEM41rtG,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Jan Siebelink,Harry Mulisch,Arnon Grunberg,Jeroen Brouwers,Arthur Japin,Louis Couperus,Annejet van de Zijl,Renate Dorrestein,Kader Abdolah,Auke Hulst,"Murat Isik, Wees onzichtbaar","Deniz Kuypers, De atlas van overal","Ish Ait Hamou, Het moois dat we delen",Arnon Grunberg,"Knielen op een bed violen, Jan Siebelink",anders:,Krant (NRC),"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Ik vond de verplichte lijst niet leuk, maar ben gelukkig wel graag blijven lezen. Ik zou willen adviseren om klassiekers als Mulish en Couperus ook te mogen vervangen door ‘moderne klassiekers’ zoals Murat Isik, Deniz Kuypers, Kader Abdolah omdat hun ‘migrantenliteratuur’ een alternatieve kijk op onze samenleving bieden.","Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)","Havo, vwo",NA,NA,NA,NA,Ik denk dat het op niveau mavo/vmbo belangrijker is om het lezen an sich te stimuleren en dat het verplicht lezen van klassieken misschien het tegenovergestelde effect heeft,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,50 werken,NA,Oneens,...een fundament van een collectief cultureel geheugen,Helemaal eens,NA,Helemaal eens,NA,Beetje oneens,Liever 1 uitgebreidere Canon met ‘voor elk wat wils’ dan meerdere canons naast elkaar.,Eens,NA,NA,NA,"De teksten hoeven niet per se afkomstig te zijn uit die gebieden, ze mogen er ook over gaan: Sonny Boy, De zwarte met het witte hart, etc.",Helemaal eens,Annie M.G. schmidt,Tonke Dragt,"Thea Beckman, Jan Terlouw",Wie is er niet mee groot geworden?,Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,60,Nee,Ja,"Ja betrek schrijvers als Murat Isik en Kader Abdolah bij het literatuuronderwijs en laat scholieren ‘moderne klassieken’ aandragen, boeken die gaan over de tijd waarin de scholieren leven",Nieuwsbrief Tzum,NA,46,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",2,0,1,1,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1254,TRUE,2022-05-20 15:48:48,R_27vDyvKkVCXlWvg,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Titaantjes - Nescio,Bordewijk - fantastische vertellingen,Hans Dorresteijn,Awater - Nijhoff,Godfried Romans - Erik,Frederik van Eeden,Willem Elsschot - Lijmen en het. Been,W. F.  Hermans,Annie M. G.  Schmidt - Pluk,Geruit Komrij,Lennaert Nilgh,NA,NA,Nescio,De Uitvreter,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een klassieke tekst in herspelde, hertaalde of verstripte versie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",Alleen zo wordt er gelezen,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Er is voldoende bruikbaar materiaal,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Helemaal eens,...een fundament van een collectief cultureel geheugen,Helemaal oneens,Modeverschijnsel,Helemaal oneens,'moeten' past niet:Kunnen is beter,Oneens,NA,Helemaal eens,NA,NA,NA,NA,Helemaal eens,Annie Schmidt,Paul Biegel,NA,Heeft zelfde waarde als volwassenenliteratuur,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,35,NA,NA,NA,NA,NA,69,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1919,TRUE,2022-05-20 15:50:08,R_7ZDFnXDjwGFtYjf,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De aanslag - Harry Mulisch,Pfeijffer,Reynaert,Elckerlyc,Multatuli,Van Ostaijen,Wolkers,Oeroeg,Mortier,Claus,Marcel - Mortier,NA,J.H Leopold,Mulisch,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",De nadruk moet liggen op leesplezier en met een verplichte leeslijst valt dat leesplezier voor een groot stuk weg.,NA,NA,Nee,NA,NA,NA,"Leerlingen moeten een vrije keuze krijgen. Korte fragmenten uit klassiekers lijkt me wel nuttig, zo kunnen ze er zelf voor kiezen om het volledige boek te lezen of niet. De “opstap” naar klassiekers moet geleidelijk aan gebeuren en niet gedwongen worden.",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,"Literatuur kan op creatieve manieren aangeboden worden, zodat het voor alle leerlingen interessant wordt. Daar moet voldoende op ingezet worden.",Geen vastgesteld aantal werken,NA,Beetje eens,"...een inspiratiebron,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,NA,NA,NA,NA,Helemaal eens,Annie M.G Schmidt,Anna Woltz,Marc de Bel,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Ja,Ja,"1) Inzetten op gamification voor het onderwijs. Bijvoorbeeld: QR-codes beschikbaar stellen die naar meer info leiden over de canon, klassiekers, ... Scholen kunnen de QR-codes dan verspreiden in de gebouwen/op de speelplaats en na een paar dagen volgt een quiz.  2) Zorgen voor educatief materiaal dat aansluit bij de leefwereld van de leerlingen en hen op een laagdrempelige manier laat kennismaken met klassiekers. Bijvoorbeeld: filmpjes, dialogen, luchtig theaterstuk (zoals The Phoebus Foundation deed met Klaagzang van de dieren). Welke thema’s komen aan bod in klassiekers die voor de leerlingen herkenbaar zijn, enz.  3) Verrassende, mooie, spannende, ... citaten selecteren en die verspreiden op drukke plaatsen (winkelstraten, stations, treinen). Evt met digitale uitnodiging tot dialoog",Via Facebook,NA,25,Nee,"Ja, voor alle onderwijsrichtingen",1,1,0,2,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
